part,chapter,article,name,summ
,,5,Отъ продажи негоднаго и ненужнаго движимаго имущества,13000
,,6,Случайныя поступленія,1500
,,,Главное Управленіе Землеустройства и Земледѣлія.,—
,,,Департаментъ Государственныхъ Земельныхъ Имуществъ.,463200
,34,,Разные мелкіе и случайные доходы.,463200
,,1,Взысканія и штрафы,445000
,,2,Удержанія за излишне полученное денежное довольствіе и по ревизіоннымъ начетамъ,—
,,3,Недоимки прежнихъ лѣтъ.,—
,,4,Выморочные имѣнія и капиталы,—
,,5,Отъ продажи негоднаго и ненужнаго движимаго имущества,18200
,,6,Случайныя поступленія,—
,,,Департаментъ Земледѣлія.,84100
,34,,Разные мелкіе и случайные доходы.,84100
,,1,Взысканія и штрафы,57000
,,2,Удержанія за излишне полученное денежное довольствіе и по ревизіоннымъ начетамъ,—
,,3,Недоимки прежнихъ лѣтъ.,—
,,4,Выморочные имѣнія и капиталы,—
,,5,Отъ продажи негоднаго и ненужнаго движимаго имущества,2800
,,6,Случайныя поступленія,24300
,,,Главное Управленіе Землеустройства и Земледѣлія.,813120
,,,Отдѣлъ Земельныхъ Улучшеній.,120
,34,,Разные мелкіе и случайные доходы.,120
,,1,Взысканія и штрафы,—
,,2,Удержанія за излишне полученное денежное довольствіе и по ревизіоннымъ начетамъ,—
,,3,Недоимки прежнихъ лѣтъ.,—
,,4,Выморочные имѣнія и капиталы,—
,,5,Отъ продажи негоднаго и ненужнаго движимаго имущества,120
