part,chapter,article,name,summ
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,4000
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",4000
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,25000
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,20000
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,—
,,13,Отъ разныхъ учрежденій и лицъ,5000
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Главное Управленіе Землеустройства и Земледѣлія.,2718682
,,,Департаментъ Государственныхъ Земельныхъ Имуществъ.,322773
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,197894
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,1019
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",196875
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,124879
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,98320
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,26559
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Департаментъ Земледѣлія.,321413
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,117970
,,1,Возвратъ ссудъ и долговъ,650
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",117320
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,203443
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,34600
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,118523
,,9,Изъ спеціальныхъ средствъ и капиталовъ,48120
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,2200
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Отдѣлъ Земельныхъ Улучшеній.,900
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,900
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",900
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,—
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,—
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,—
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Лѣсной Департаменть.,2055596
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,2006000
,,1,Возвратъ ссудъ и долговъ,6000
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",2000000
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,49596
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,—
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,49596
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Переселенческое Управленіе.,18000
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,18000
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,18000
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,—
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,—
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,—
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Главное Управленіе Государственнаго Коннозаводства.,47960
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,560
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",560
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,47400
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
,,6,Изъ суммъ казачьихъ войскъ,—
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,—
,,9,Изъ спеціальныхъ средствъ и капиталовъ,27400
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,—
,,13,Отъ разныхъ учрежденій и лицъ,20000
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Военное Министерство.,3653171
,,,Главное Интендантское Управленіе.,1902483
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,251906
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",4084
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,247822
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",—
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,1650577
,,1,Изъ Кабинета Его Императорскаго Величества.,68869
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,139055
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,49318
,,6,Изъ суммъ казачьихъ войскъ,128092
,,7,Изъ городскихъ суммъ,35970
,,8,Изъ земскихъ сборовъ,10368
,,9,Изъ спеціальныхъ средствъ и капиталовъ,1187383
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,—
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",28122
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,3400
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Главное Артиллерійское Управленіе.,43400
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,15000
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",—
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",15000
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,28400
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,240
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,9263
,,6,Изъ суммъ казачьихъ войскъ,257
,,7,Изъ городскихъ суммъ,—
,,8,Изъ земскихъ сборовъ,3640
,,9,Изъ спеціальныхъ средствъ и капиталовъ,9658
,,10,Отъ частныхъ обществъ желѣзныхъ дорогъ,5342
,,11,"Отъ правленій заводовъ: Балтійскаго судостроительнаго и механическаго, Адмиралтейскаго судостроительнаго, Обуховскаго сталелитейнаго и Ижорскаго",—
,,12,Изъ общественныхъ и сословныхъ сборовъ и капиталовъ,—
,,13,Отъ разныхъ учрежденій и лицъ,—
,33,,Военное вознагражденіе.,—
,,2,Съ Китая,—
,,,Главное Инженерное Управленіе.,33394
,30,,Обязательные платежи обществъ желѣзныхъ дорогъ.,—
,,1,Поступленія на платежи по облигаціямъ желѣзныхъ дорогъ,—
,,2,"Проценты и срочное погагашеніе по ссудамъ, выданнымъ на сооруженіе желѣзныхъ дорогъ и на производство дополнительныхъ на нихъ работъ.",—
,,3,Поступленія въ возвратъ долговъ по гарантіи дохода съ облигацій и акцій желѣзныхъ дорогъ,—
,31,,Возвратъ ссудъ и другихъ расходовъ.,5000
,,1,Возвратъ ссудъ и долговъ,—
,,2,"Возвратъ расходовъ на заготовленіе предметовъ, отпущенныхъ или употребленныхъ на надобности постороннихъ вѣдомствъ",2600
,,3,Возвратъ расходовъ на заготовленіе и перевозку для частныхъ лицъ огнестрѣльныхъ и продовольственныхъ припасовъ,—
,,4,Плата за содержаніе и пользованіе больныхъ въ госпиталяхъ и больницахъ.,—
,,5,"Сборы съ воспитанниковъ учебныхъ заведеній на возмѣщеніе расходовъ по ихъ содержанію и обученію и съ лицъ, подвергающихся испытаніямъ",2400
,,6,Возвратъ расходовъ на межеваніе,—
,,7,"Возвратъ расходовъ, производимыхъ за счетъ частныхъ мѣстъ и лицъ",—
,,8,Съ виновныхъ и истцовъ на судебныя издержки,—
,,9,За утраченную на почтѣ корреспонденцію,—
,,10,"Возвратъ разныхъ расходовъ, относящихся на счетъ постороннихъ источниковъ",—
,,11,"Суммы, внесенныя на возстановленіе кредитовъ послѣ заключенія смѣтъ, или безъ указанія смѣтныхъ подраздѣленій, по которымъ кредиты подлежали возстановленію.",—
,,12,"Возвратъ части суммъ, отпускаемыхъ на содержаніе Департамента Желѣзнодорожной Отчетности изъ отчисленій по расцѣночнымъ вѣдомостямъ на постройку, усиленіе и улучшеніе желѣзныхъ дорогъ",—
,32,,Пособія государственному казначейству изъ постороннихъ источниковъ.,28394
,,1,Изъ Кабинета Его Императорскаго Величества.,—
,,2,Отъ Главнаго Управленія Удѣловъ .,—
,,3,Изъ Капитула Россійскихъ Императорскихъ и Царскихъ Орденовъ,—
,,4,Изъ суммъ Великаго Княжества Финляндскаго.,—
,,5,Изъ суммъ Собственной Его Императорскаго Величества Канцеляріи по учрежденіямъ Императрицы Маріи,—
